slug,library_formula,formula_rendered_before_fix
integral-of-1-over-2tanx-+-21-over-x2-+-sinx,"1/2*tan(x) + 2*1/x^2 + sin(x)","(parser returned null)"
integral-of-1-over-2x-+-1-over-2sqrtx,"1/2*x + 1/2*sqrt(x)","(parser returned null)"
integral-of-5x-+-1-over-2tanx,"5*x + 1/2*tan(x)","(parser returned null)"
integral-of-3x3--x,"3*x^3 - x","3x^3x"
integral-of-5x4-+-5x,"5*x^4 + 5*x","(parser returned null)"
integral-of-2lnx-+-51-over-sqrt1-x2,"2*ln(x) + 5*1/sqrt(1-x^2)","(parser returned null)"
integral-of--1-over-sqrt1-x2-+-1-over-21-over-x2,"-1/sqrt(1-x^2) + 1/2*1/x^2","(parser returned null)"
integral-of-1-over-2ex-+-4x2,"1/2*e^x + 4*x^2","(parser returned null)"
integral-of-3sqrtx-+-5lnx,"3*sqrt(x) + 5*ln(x)","(parser returned null)"
integral-of-21-over-1+x2-+-4x4-+-sqrtx,"2*1/(1+x^2) + 4*x^4 + sqrt(x)","(parser returned null)"
integral-of-41-over-x2-+-4x,"4*1/x^2 + 4*x","(parser returned null)"
integral-of-1-over-x-+-cosx-+-3secx2,"1/x + cos(x) + 3*sec(x)^2","(parser returned null)"
integral-of--1-over-x--x4-+-2secx2,"-1/x - x^4 + 2*sec(x)^2","(parser returned null)"
integral-of-4cosx-+-2cosx-+-5tanx,"4*cos(x) + 2*cos(x) + 5*tan(x)","(parser returned null)"
integral-of-cosx-+-3sinx,"cos(x) + 3*sin(x)","(parser returned null)"
integral-of-3ex-+-x--secx2,"3*e^x + x - sec(x)^2","(parser returned null)"
integral-of-31-over-1+x2-+-tanx,"3*1/(1+x^2) + tan(x)","(parser returned null)"
integral-of--x--x2-+-4tanx,"-x - x^2 + 4*tan(x)","(parser returned null)"
integral-of--x3-+-41-over-1+x2,"-x^3 + 4*1/(1+x^2)","(parser returned null)"
integral-of-1-over-x-+-1-over-2x-+-41-over-x2,"1/x + 1/2*x + 4*1/x^2","(parser returned null)"
integral-of-4sinx-+-1-over-2secx2,"4*sin(x) + 1/2*sec(x)^2","(parser returned null)"
integral-of-1-over-2cosx-+-ex,"1/2*cos(x) + e^x","(parser returned null)"
integral-of-2sqrtx-+-1-over-2x2,"2*sqrt(x) + 1/2*x^2","(parser returned null)"
integral-of--1-over-1+x2-+-4x,"-1/(1+x^2) + 4*x","(parser returned null)"
integral-of-1-over-x2--sqrtx--x,"1/x^2 - sqrt(x) - x","1/(x^2sqrtxx)"
integral-of-3x-+-2lnx-+-41-over-x,"3*x + 2*ln(x) + 4*1/x","(parser returned null)"
integral-of-2x2--secx2,"2*x^2 - sec(x)^2","2x^2secx^2"
integral-of-4x2--lnx,"4*x^2 - ln(x)","4x^2lnx"
integral-of-2x4-+-1-over-21-over-x,"2*x^4 + 1/2*1/x","(parser returned null)"
integral-of-5x3-+-5lnx,"5*x^3 + 5*ln(x)","(parser returned null)"
integral-of-1-over-2ex-+-5ex,"1/2*e^x + 5*e^x","(parser returned null)"
integral-of-5x4-+-3x3-+-3lnx,"5*x^4 + 3*x^3 + 3*ln(x)","(parser returned null)"
integral-of-31-over-x-+-1-over-2sinx,"3*1/x + 1/2*sin(x)","(parser returned null)"
integral-of-5sqrtx-+-3x-+-21-over-x2,"5*sqrt(x) + 3*x + 2*1/x^2","(parser returned null)"
integral-of-1-over-x-+-3x4,"1/x + 3*x^4","(parser returned null)"
integral-of-5cosx-+-2x3,"5*cos(x) + 2*x^3","(parser returned null)"
integral-of-5sinx-+-5cosx-+-1-over-2ex,"5*sin(x) + 5*cos(x) + 1/2*e^x","(parser returned null)"
integral-of-3cosx-+-41-over-1+x2-+-5x4,"3*cos(x) + 4*1/(1+x^2) + 5*x^4","(parser returned null)"
integral-of-5tanx-+-4sqrtx,"5*tan(x) + 4*sqrt(x)","(parser returned null)"
integral-of-1-over-sqrt1-x2-+-1-over-x,"1/sqrt(1-x^2) + 1/x","(parser returned null)"
integral-of-x-+-2tanx,"x + 2*tan(x)","(parser returned null)"
integral-of-5secx2-+-2lnx-+-3secx2,"5*sec(x)^2 + 2*ln(x) + 3*sec(x)^2","(parser returned null)"
integral-of--ex-+-1-over-21-over-x-+-1-over-2sinx,"-e^x + 1/2*1/x + 1/2*sin(x)","(parser returned null)"
integral-of-cosx-+-41-over-x-+-3x3,"cos(x) + 4*1/x + 3*x^3","(parser returned null)"
integral-of-41-over-1+x2-+-5cosx,"4*1/(1+x^2) + 5*cos(x)","(parser returned null)"
integral-of-51-over-x-+-1-over-1+x2,"5*1/x + 1/(1+x^2)","(parser returned null)"
integral-of-5x2--cosx-+-1-over-2x,"5*x^2 - cos(x) + 1/2*x","(parser returned null)"
integral-of-1-over-2tanx-+-1-over-2cosx,"1/2*tan(x) + 1/2*cos(x)","(parser returned null)"
integral-of-ex-+-51-over-sqrt1-x2,"e^x + 5*1/sqrt(1-x^2)","(parser returned null)"
integral-of--tanx--sqrtx,"-tan(x) - sqrt(x)","tan(xsqrtx)"
integral-of-3sinx-+-41-over-1+x2,"3*sin(x) + 4*1/(1+x^2)","(parser returned null)"
integral-of-5cosx-+-3secx2,"5*cos(x) + 3*sec(x)^2","(parser returned null)"
integral-of--secx2-+-x4-+-2ex,"-sec(x)^2 + x^4 + 2*e^x","(parser returned null)"
integral-of--sinx-+-2x,"-sin(x) + 2*x","(parser returned null)"
integral-of-2x4--1-over-1+x2--tanx,"2*x^4 - 1/(1+x^2) - tan(x)","(parser returned null)"
integral-of-1-over-21-over-1+x2-+-5lnx,"1/2*1/(1+x^2) + 5*ln(x)","(parser returned null)"
integral-of--1-over-x--ex,"-1/x - e^x","1/xex"
integral-of-1-over-2cosx-+-3x3-+-1-over-2sinx,"1/2*cos(x) + 3*x^3 + 1/2*sin(x)","(parser returned null)"
integral-of-1-over-21-over-sqrt1-x2-+-21-over-x,"1/2*1/sqrt(1-x^2) + 2*1/x","(parser returned null)"
integral-of-5sinx-+-x3-+-4lnx,"5*sin(x) + x^3 + 4*ln(x)","(parser returned null)"
integral-of-3sinx--tanx-+-lnx,"3*sin(x) - tan(x) + ln(x)","(parser returned null)"
integral-of-ex-+-5x2,"e^x + 5*x^2","(parser returned null)"
integral-of--ex-+-1-over-2x3,"-e^x + 1/2*x^3","(parser returned null)"
integral-of-5x4-+-5tanx-+-4cosx,"5*x^4 + 5*tan(x) + 4*cos(x)","(parser returned null)"
integral-of-4x2-+-5x,"4*x^2 + 5*x","(parser returned null)"
integral-of--1-over-x2-+-1-over-2tanx,"-1/x^2 + 1/2*tan(x)","(parser returned null)"
integral-of-1-over-21-over-x-+-4x3,"1/2*1/x + 4*x^3","(parser returned null)"
integral-of-x-+-5secx2-+-31-over-x2,"x + 5*sec(x)^2 + 3*1/x^2","(parser returned null)"
integral-of-x3-+-1-over-2secx2,"x^3 + 1/2*sec(x)^2","(parser returned null)"
integral-of-41-over-x2-+-3secx2-+-2tanx,"4*1/x^2 + 3*sec(x)^2 + 2*tan(x)","(parser returned null)"
integral-of--x4--x3,"-x^4 - x^3","x^4x^3"
integral-of--x3-+-2x,"-x^3 + 2*x","(parser returned null)"
integral-of-2sqrtx-+-1-over-21-over-1+x2,"2*sqrt(x) + 1/2*1/(1+x^2)","(parser returned null)"
integral-of-2tanx-+-31-over-x2,"2*tan(x) + 3*1/x^2","(parser returned null)"
integral-of-1-over-1+x2-+-2x4,"1/(1+x^2) + 2*x^4","(parser returned null)"
integral-of-4x4-+-51-over-1+x2,"4*x^4 + 5*1/(1+x^2)","(parser returned null)"
integral-of-3x4-+-4x2,"3*x^4 + 4*x^2","(parser returned null)"
integral-of-3sqrtx-+-2cosx,"3*sqrt(x) + 2*cos(x)","(parser returned null)"
integral-of-1-over-2tanx-+-1-over-2x-+-31-over-x2,"1/2*tan(x) + 1/2*x + 3*1/x^2","(parser returned null)"
integral-of-2x3-+-5sqrtx,"2*x^3 + 5*sqrt(x)","(parser returned null)"
integral-of-4x4-+-4x,"4*x^4 + 4*x","(parser returned null)"
integral-of--lnx-+-3x2-+-x2,"-ln(x) + 3*x^2 + x^2","(parser returned null)"
integral-of-2sinx-+-1-over-2ex,"2*sin(x) + 1/2*e^x","(parser returned null)"
integral-of-51-over-x2-+-5x3--sinx,"5*1/x^2 + 5*x^3 - sin(x)","(parser returned null)"
integral-of-3x2-+-51-over-x,"3*x^2 + 5*1/x","(parser returned null)"
integral-of-lnx--cosx,"ln(x) - cos(x)","ln(xcosx)"
integral-of-2lnx-+-5ex,"2*ln(x) + 5*e^x","(parser returned null)"
integral-of-21-over-x2--sqrtx,"2*1/x^2 - sqrt(x)","21/(x^2sqrtx)"
integral-of-1-over-21-over-x2-+-51-over-sqrt1-x2,"1/2*1/x^2 + 5*1/sqrt(1-x^2)","(parser returned null)"
integral-of-4secx2-+-4sinx-+-3x,"4*sec(x)^2 + 4*sin(x) + 3*x","(parser returned null)"
integral-of-1-over-x--lnx,"1/x - ln(x)","1/xlnx"
integral-of-5tanx-+-x2,"5*tan(x) + x^2","(parser returned null)"
integral-of-1-over-sqrt1-x2-+-31-over-sqrt1-x2-+-4ex,"1/sqrt(1-x^2) + 3*1/sqrt(1-x^2) + 4*e^x","(parser returned null)"
integral-of-2lnx--x,"2*ln(x) - x","2lnxx"
integral-of--x2-+-51-over-sqrt1-x2,"-x^2 + 5*1/sqrt(1-x^2)","(parser returned null)"
integral-of-31-over-1+x2-+-1-over-sqrt1-x2,"3*1/(1+x^2) + 1/sqrt(1-x^2)","(parser returned null)"
integral-of-21-over-x-+-51-over-x-+-tanx,"2*1/x + 5*1/x + tan(x)","(parser returned null)"
integral-of-51-over-x-+-2x4-+-5x,"5*1/x + 2*x^4 + 5*x","(parser returned null)"
integral-of-2sinx-+-1-over-2x2,"2*sin(x) + 1/2*x^2","(parser returned null)"
integral-of-4sinx-+-2sinx,"4*sin(x) + 2*sin(x)","(parser returned null)"
integral-of-1-over-2cosx-+-2tanx-+-5ex,"1/2*cos(x) + 2*tan(x) + 5*e^x","(parser returned null)"
integral-of-x3-+-2sqrtx--1-over-1+x2,"x^3 + 2*sqrt(x) - 1/(1+x^2)","(parser returned null)"
integral-of-ex-+-31-over-sqrt1-x2-+-5cosx,"e^x + 3*1/sqrt(1-x^2) + 5*cos(x)","(parser returned null)"
integral-of-2x4-+-4ex,"2*x^4 + 4*e^x","(parser returned null)"
integral-of-x-+-1-over-2secx2,"x + 1/2*sec(x)^2","(parser returned null)"
integral-of-21-over-sqrt1-x2-+-2sinx,"2*1/sqrt(1-x^2) + 2*sin(x)","(parser returned null)"
integral-of-21-over-sqrt1-x2-+-5cosx,"2*1/sqrt(1-x^2) + 5*cos(x)","(parser returned null)"
integral-of-2ex--ex-+-31-over-sqrt1-x2,"2*e^x - e^x + 3*1/sqrt(1-x^2)","(parser returned null)"
integral-of-1-over-21-over-x-+-1-over-2x3-+-2sqrtx,"1/2*1/x + 1/2*x^3 + 2*sqrt(x)","(parser returned null)"
integral-of-51-over-x2--1-over-sqrt1-x2-+-lnx,"5*1/x^2 - 1/sqrt(1-x^2) + ln(x)","(parser returned null)"
integral-of-1-over-2x4-+-4x4,"1/2*x^4 + 4*x^4","(parser returned null)"
integral-of-4lnx-+-lnx-+-4x3,"4*ln(x) + ln(x) + 4*x^3","(parser returned null)"
integral-of-2cosx-+-4lnx-+-1-over-1+x2,"2*cos(x) + 4*ln(x) + 1/(1+x^2)","(parser returned null)"
integral-of-3secx2-+-2x3,"3*sec(x)^2 + 2*x^3","(parser returned null)"
integral-of-3sinx-+-4sqrtx-+-ex,"3*sin(x) + 4*sqrt(x) + e^x","(parser returned null)"
integral-of--x2-+-5x,"-x^2 + 5*x","(parser returned null)"
integral-of-3tanx-+-x,"3*tan(x) + x","(parser returned null)"
integral-of-3cosx-+-4sqrtx-+-51-over-sqrt1-x2,"3*cos(x) + 4*sqrt(x) + 5*1/sqrt(1-x^2)","(parser returned null)"
integral-of-5x2-+-41-over-x2,"5*x^2 + 4*1/x^2","(parser returned null)"
limit-of-x2+x-2-over-x-1-as-x-to-1,"(x^2+x-2)/(x-1)","(parser returned null)"
limit-of-ex-1-over-x-as-x-to-0,"(e^x-1)/x","(ex^1)/xasx"
limit-of-sinx-as-x-to-2,"sin(x)","sin(xasx)"
limit-of-1-over-x2-as-x-to-0,"1/x^2","1/(x^2asx)"
limit-of-x3-1-over-x-1-as-x-to-1,"(x^3-1)/(x-1)","(x^31)/(x^1asx)"
limit-of-sinx-over-x-as-x-to-0,"sin(x)/x","sin(x)/xasx"
limit-of-sqrtx-1-over-x-1-as-x-to-1,"(sqrt(x)-1)/(x-1)","(sqrt(x^1))/(x^1asx)"
limit-of-lnx-over-x-1-as-x-to-1,"ln(x)/(x-1)","ln(x)/(x^1asx)"
limit-of-tanx-as-x-to-infinity,"tan(x)","tan(xasx)"
limit-of-1-over-x2-as-x-to--infinity,"1/x^2","1/(x^2asx)"
limit-of-sinx-as-x-to--infinity,"sin(x)","sin(xasx)"
limit-of-x2-1-over-x-1-as-x-to-1,"(x^2-1)/(x-1)","(x^21)/(x^1asx)"
limit-of-tanx-over-x-as-x-to-0,"tan(x)/x","tan(x)/xasx"
limit-of-tanx-as-x-to--infinity,"tan(x)","tan(xasx)"
limit-of-cosx-as-x-to-0,"cos(x)","cos(xasx)"
limit-of-sinx-as-x-to-infinity,"sin(x)","sin(xasx)"
limit-of-1-over-x-as-x-to-1,"1/x","1/xasx"
limit-of-x2-4-over-x-2-as-x-to-2,"(x^2-4)/(x-2)","(x^24)/(x^2asx)"
limit-of-cosx-as-x-to-infinity,"cos(x)","cos(xasx)"
limit-of-sinx-as-x-to-1,"sin(x)","sin(xasx)"
limit-of-tanx-as-x-to-2,"tan(x)","tan(xasx)"
limit-of-x2-as-x-to-2,"x^2","x^2asx"
limit-of-x2-as-x-to-infinity,"x^2","x^2asx"
limit-of-1-over-x-as-x-to--infinity,"1/x","1/xasx"
limit-of-1-over-x2-as-x-to-2,"1/x^2","1/(x^2asx)"
limit-of-cosx-as-x-to-2,"cos(x)","cos(xasx)"
limit-of-1-over-x-as-x-to-0,"1/x","1/xasx"
limit-of-1-over-x2-as-x-to-1,"1/x^2","1/(x^2asx)"
limit-of-sinx-as-x-to-0,"sin(x)","sin(xasx)"
limit-of-cosx-as-x-to-1,"cos(x)","cos(xasx)"
limit-of-1-over-x-as-x-to-infinity,"1/x","1/xasx"
limit-of-cosx-as-x-to--infinity,"cos(x)","cos(xasx)"
limit-of-x2-as-x-to-0,"x^2","x^2asx"
limit-of-tanx-as-x-to-1,"tan(x)","tan(xasx)"
limit-of-tanx-as-x-to-0,"tan(x)","tan(xasx)"
limit-of-x2-as-x-to-1,"x^2","x^2asx"
limit-of-1-over-x2-as-x-to-infinity,"1/x^2","1/(x^2asx)"
limit-of-1-over-x-as-x-to-2,"1/x","1/xasx"
limit-of-x2-as-x-to--infinity,"x^2","x^2asx"
limit-of-absx-over-5lnx-as-x-to-2,"abs(x) / 5*ln(x)","absx/(5lnxasx)"
limit-of-2lnx-over-ex-as-x-to-2,"2*ln(x) / e^x","(2lnx)/exasx"
limit-of-1-over-1-over-x2--1-over-1-over-x2-as-x-to-inf,"(1/1/(x^2)) - (1/1/(x^2))","(1/1/x^21/1)/(x^2asx)"
limit-of-sinx-3x2-over-lnx-as-x-to--inf,"(sin(x) * 3*x^2) / ln(x)","(sin(x^3x^2))/ln(xasx)"
limit-of-3x-over-5sinx-as-x-to-2,"3*x / 5*sin(x)","(3x)/(5sinxasx)"
limit-of-2sqrtx-over-41-over-x-as-x-to--inf,"2*sqrt(x) / 4*1/x","(2sqrtx/41)/xasx"
limit-of-sqrt2cosx--sqrt2lnx-as-x-to--2,"sqrt(2*cos(x)) - sqrt(2*ln(x))","sqrt(2cosxsqrt^2lnxasx)"
limit-of-x3-sqrtx-over-x-as-x-to-0,"(x^3 * sqrt(x)) / x","(x^3sqrtx)/xasx"
limit-of-x3-3ex-over-absx-as-x-to-2,"(x^3 * 3*e^x) / abs(x)","(x^33ex)/absxasx"
limit-of-sqrtabsx--sqrtx-as-x-to--2,"sqrt(abs(x)) - sqrt(x)","sqrt(absxsqrtxasx)"
limit-of-sqrt1-over-x2--sqrt21-over-x-as-x-to-inf,"sqrt(1/(x^2)) - sqrt(2*1/x)","(sqrt(1)/x^2sqrt^21)/xasx"
limit-of-ex-3x2-over-1-over-x2-as-x-to-0,"(e^x * 3*x^2) / 1/(x^2)","(ex^3x^2/1)/(x^2asx)"
limit-of-sqrt5cosx--sqrt4absx-as-x-to--1,"sqrt(5*cos(x)) - sqrt(4*abs(x))","sqrt(5cosxsqrt^4absxasx)"
limit-of-sqrtsqrtx--sqrtlnx-as-x-to-pi-2,"sqrt(sqrt(x)) - sqrt(ln(x))","sqrt(sqrtxsqrtlnxasx)"
limit-of-4sqrtx-over-cosx-as-x-to-1,"4*sqrt(x) / cos(x)","(4sqrtx)/cos(xasx)"
limit-of-lnx-over-5absx-as-x-to-pi-2,"ln(x) / 5*abs(x)","ln(x)/(5absxasx)"
limit-of-absx-4x-over-absx-as-x-to-0,"(abs(x) * 4*x) / abs(x)","(absx^4x)/absxasx"
limit-of-sqrtx--cosx-over-tanx--1-over-x-as-x-to-2,"(sqrt(x) - cos(x)) / (tan(x) - 1/x)","(sqrt(xcosx)/tan(x^1))/xasx"
limit-of-2sqrtx-over-4absx-as-x-to--2,"2*sqrt(x) / 4*abs(x)","(2sqrtx)/(4absxasx)"
limit-of-31-over-x-5x2-over-1-over-x2-as-x-to-pi,"(3*1/x * 5*x^2) / 1/(x^2)","(31/x^5x^2/1)/(x^2asx)"
limit-of-1-over-x2--1-over-x2-as-x-to--1,"(1/x^2) - (1/x^2)","(1/x^21)/(x^2asx)"
limit-of-x2--3x-over-sinx--1-over-x-as-x-to-0,"(x^2 - 3*x) / (sin(x) - 1/x)","(x^23x/sin(x^1))/xasx"
limit-of-sqrtx--sinx-over-sqrtx--x2-as-x-to-inf,"(sqrt(x) - sin(x)) / (sqrt(x) - x^2)","sqrt(xsinx)/(sqrt(xx^2asx))"
limit-of-lnx-41-over-x2-over-x2-as-x-to-inf,"(ln(x) * 4*1/(x^2)) / x^2","(ln(x^41)/x^2)/(x^2asx)"
limit-of-sqrttanx--sqrt1-over-x2-as-x-to-pi,"sqrt(tan(x)) - sqrt(1/(x^2))","(sqrt(tanxsqrt^1))/(x^2asx)"
limit-of-1-over-3sinx--1-over-1-over-x2-as-x-to--inf,"(1/3*sin(x)) - (1/1/(x^2))","(1/3sinx^1/1)/(x^2asx)"
limit-of-x2-3tanx-over-ex-as-x-to--1,"(x^2 * 3*tan(x)) / e^x","(x^23tanx)/exasx"
limit-of-sqrtx--sqrtsqrtx-as-x-to-pi,"sqrt(x) - sqrt(sqrt(x))","sqrt(xsqrtsqrtxasx)"
limit-of-tanx-x-over-x-as-x-to--2,"(tan(x) * x) / x","tan(xx)/xasx"
limit-of-absx2--3x2-as-x-to-0,"abs(x)^2 - 3*x^2","absx^23x^2asx"
limit-of-sqrttanx--sqrtlnx-as-x-to-2,"sqrt(tan(x)) - sqrt(ln(x))","sqrt(tanxsqrtlnxasx)"
limit-of-1-over-x2-over-4x-as-x-to--inf,"1/(x^2) / 4*x","(1/x^2)/(4xasx)"
limit-of-31-over-x-5cosx-over-x2-as-x-to--2,"(3*1/x * 5*cos(x)) / x^2","(31/x^5cosx)/(x^2asx)"
limit-of-1-over-x2--2absx-over-lnx--cosx-as-x-to-inf,"(1/(x^2) - 2*abs(x)) / (ln(x) - cos(x))","(1/x^22absx)/ln(xcosxasx)"
limit-of-1-over-x-4x-over-ex-as-x-to-inf,"(1/x * 4*x) / e^x","(1/x^4x)/exasx"
limit-of-3ex2--1-over-x22-as-x-to-pi-2,"3*e^x^2 - 1/(x^2)^2","(3ex^21)/(x^22asx)"
limit-of-absx-3sqrtx-over-x3-as-x-to-1,"(abs(x) * 3*sqrt(x)) / x^3","(absx^3sqrtx)/(x^3asx)"
limit-of-31-over-x2-over-lnx-as-x-to-inf,"3*1/(x^2) / ln(x)","(31/x^2)/ln(xasx)"
limit-of-1-over-x2-x2-over-1-over-x2-as-x-to--inf,"(1/(x^2) * x^2) / 1/(x^2)","(1/x^2x^2/1)/(x^2asx)"
limit-of-sqrt1-over-x--sqrtex-as-x-to-pi-2,"sqrt(1/x) - sqrt(e^x)","(sqrt(1))/xsqrtexasx"
limit-of-1-over-lnx--1-over-3ex-as-x-to-inf,"(1/ln(x)) - (1/3*e^x)","(1/ln(x^1))/(3exasx)"
limit-of-sqrt41-over-x2--sqrt4sinx-as-x-to--inf,"sqrt(4*1/(x^2)) - sqrt(4*sin(x))","(sqrt(41))/(x^2sqrt^4sinxasx)"
limit-of-5ex-over-absx-as-x-to-1,"5*e^x / abs(x)","(5ex)/absxasx"
limit-of-cosx2--4ex2-as-x-to--2,"cos(x)^2 - 4*e^x^2","cos(x^24ex^2asx)"
limit-of-sqrt5absx--sqrt4x2-as-x-to-2,"sqrt(5*abs(x)) - sqrt(4*x^2)","sqrt(5absxsqrt^4x^2asx)"
limit-of-sqrt3x--sqrtex-as-x-to--2,"sqrt(3*x) - sqrt(e^x)","sqrt(3xsqrtexasx)"
limit-of-1-over-x--31-over-x2-over-x3--sinx-as-x-to-2,"(1/x - 3*1/(x^2)) / (x^3 - sin(x))","(1/x^31/x^2)/(x^3sinxasx)"
limit-of-ex2--2ex2-as-x-to-2,"e^x^2 - 2*e^x^2","ex^22ex^2asx"
limit-of-sqrt4tanx--sqrt3sqrtx-as-x-to-pi,"sqrt(4*tan(x)) - sqrt(3*sqrt(x))","sqrt(4tanxsqrt^3sqrtxasx)"
limit-of-3ex-1-over-x2-over-lnx-as-x-to--2,"(3*e^x * 1/(x^2)) / ln(x)","(3ex^1/x^2)/ln(xasx)"
limit-of-1-over-x--4x-over-x3--lnx-as-x-to-pi,"(1/x - 4*x) / (x^3 - ln(x))","(1/x^4x)/(x^3lnxasx)"
limit-of-1-over-x2--1-over-tanx-as-x-to--1,"(1/x^2) - (1/tan(x))","(1/x^21)/tan(xasx)"
limit-of-5lnx2--1-over-x2-as-x-to--1,"5*ln(x)^2 - 1/x^2","(5lnx^21)/(x^2asx)"
limit-of-sqrt41-over-x--sqrtex-as-x-to-2,"sqrt(4*1/x) - sqrt(e^x)","(sqrt(41))/xsqrtexasx"
limit-of-1-over-2x3--1-over-absx-as-x-to--1,"(1/2*x^3) - (1/abs(x))","(1/2x^31)/absxasx"
limit-of-tanx--1-over-x-over-ex--1-over-x2-as-x-to-inf,"(tan(x) - 1/x) / (e^x - 1/(x^2))","(tan(x^1)/x/ex^1)/(x^2asx)"
limit-of-sqrt3sinx--sqrt4sinx-as-x-to--inf,"sqrt(3*sin(x)) - sqrt(4*sin(x))","sqrt(3sinxsqrt^4sinxasx)"
limit-of-x3-31-over-x2-over-1-over-x-as-x-to-2,"(x^3 * 3*1/(x^2)) / 1/x","(x^331/x^2/1)/xasx"
limit-of-sqrt4x2--sqrtcosx-as-x-to-1,"sqrt(4*x^2) - sqrt(cos(x))","sqrt(4x^2sqrtcosxasx)"
limit-of-sqrtcosx--sqrtsqrtx-as-x-to--inf,"sqrt(cos(x)) - sqrt(sqrt(x))","sqrt(cosxsqrtsqrtxasx)"
limit-of-5sqrtx-over-21-over-x2-as-x-to--2,"5*sqrt(x) / 2*1/(x^2)","(5sqrtx/21)/(x^2asx)"
limit-of-5x3-tanx-over-cosx-as-x-to-inf,"(5*x^3 * tan(x)) / cos(x)","(5x^3tanx)/cos(xasx)"
limit-of-41-over-x2--2x-over-ex--tanx-as-x-to--2,"(4*1/(x^2) - 2*x) / (e^x - tan(x))","(41/x^22x)/extanxasx"
limit-of-1-over-3cosx--1-over-1-over-x2-as-x-to--1,"(1/3*cos(x)) - (1/1/(x^2))","(1/3cosx^1/1)/(x^2asx)"
limit-of-x-4ex-over-x-as-x-to--2,"(x * 4*e^x) / x","(x^4ex)/xasx"
limit-of-3x2--3ex2-as-x-to--2,"3*x^2 - 3*e^x^2","3x^23ex^2asx"
limit-of-1-over-3x3--1-over-5ex-as-x-to-inf,"(1/3*x^3) - (1/5*e^x)","(1/3x^31)/(5exasx)"
limit-of-51-over-x-over-3x-as-x-to-2,"5*1/x / 3*x","(51/x)/(3xasx)"
limit-of-1-over-x2--31-over-x22-as-x-to-inf,"1/x^2 - 3*1/(x^2)^2","(1/x^231)/(x^22asx)"
limit-of-2sinx-over-3tanx-as-x-to-pi-2,"2*sin(x) / 3*tan(x)","(2sinx)/(3tanxasx)"
limit-of-sqrt1-over-x2--sqrtsqrtx-as-x-to-pi-2,"sqrt(1/(x^2)) - sqrt(sqrt(x))","(sqrt(1))/(x^2sqrtsqrtxasx)"
limit-of-1-over-3cosx--1-over-2tanx-as-x-to-1,"(1/3*cos(x)) - (1/2*tan(x))","(1/3cosx^1)/(2tanxasx)"
limit-of-sqrt3x--sqrtx-as-x-to-pi,"sqrt(3*x) - sqrt(x)","sqrt(3xsqrtxasx)"
limit-of-1-over-x3--1-over-2cosx-as-x-to--2,"(1/x^3) - (1/2*cos(x))","(1/x^31)/(2cosxasx)"
limit-of-2ex2--lnx2-as-x-to-2,"2*e^x^2 - ln(x)^2","2ex^2lnx^2asx"
limit-of-x2-over-3lnx-as-x-to-2,"x^2 / 3*ln(x)","(x^2)/(3lnxasx)"
limit-of-2tanx-1-over-x2-over-absx-as-x-to--inf,"(2*tan(x) * 1/(x^2)) / abs(x)","(2tanx^1/x^2)/absxasx"
limit-of-sqrtx-sqrtx-over-x2-as-x-to--1,"(sqrt(x) * sqrt(x)) / x^2","sqrt(xsqrtx)/(x^2asx)"
limit-of-lnx--ex-over-absx--sqrtx-as-x-to-2,"(ln(x) - e^x) / (abs(x) - sqrt(x))","ln(xex)/absxsqrtxasx"
limit-of-1-over-2sinx--1-over-1-over-x-as-x-to-inf,"(1/2*sin(x)) - (1/1/x)","(1/2sinx^1/1)/xasx"
limit-of-3x2--1-over-x22-as-x-to-2,"3*x^2 - 1/(x^2)^2","(3x^21)/(x^22asx)"
limit-of-3sinx--2tanx-over-1-over-x2--1-over-x2-as-x-to--2,"(3*sin(x) - 2*tan(x)) / (1/(x^2) - 1/(x^2))","(3sinx^2tanx/1/x^21)/(x^2asx)"
limit-of-1-over-4lnx--1-over-2sqrtx-as-x-to--2,"(1/4*ln(x)) - (1/2*sqrt(x))","(1/4lnx^1)/(2sqrtxasx)"
limit-of-5cosx-2lnx-over-x-as-x-to--inf,"(5*cos(x) * 2*ln(x)) / x","(5cosx^2lnx)/xasx"
limit-of-sqrt31-over-x2--sqrt4tanx-as-x-to-0,"sqrt(3*1/(x^2)) - sqrt(4*tan(x))","(sqrt(31))/(x^2sqrt^4tanxasx)"
limit-of-2sinx2--31-over-x22-as-x-to-1,"2*sin(x)^2 - 3*1/(x^2)^2","(2sinx^231)/(x^22asx)"
limit-of-sqrtcosx--sqrtabsx-as-x-to-1,"sqrt(cos(x)) - sqrt(abs(x))","sqrt(cosxsqrtabsxasx)"
limit-of-sqrttanx--sqrt2absx-as-x-to-inf,"sqrt(tan(x)) - sqrt(2*abs(x))","sqrt(tanxsqrt^2absxasx)"
limit-of-5sqrtx2--x2-as-x-to-2,"5*sqrt(x)^2 - x^2","5sqrtx^2x^2asx"
limit-of-1-over-x2--sqrtx2-as-x-to-1,"1/x^2 - sqrt(x)^2","1/(x^2sqrtx^2asx)"
limit-of-sqrtlnx--sqrt5x2-as-x-to--1,"sqrt(ln(x)) - sqrt(5*x^2)","sqrt(lnxsqrt^5x^2asx)"
limit-of-21-over-x2-over-41-over-x-as-x-to-2,"2*1/(x^2) / 4*1/x","(21/x^2/41)/xasx"
